source,uid,category,bucket,download_ok,name,ok_load,watertight,body_count,orig_extents_mm,min_width_raw_mm,suggested_scale,min_width_scaled_mm,max_extent_scaled_mm,thin_axis_scaled_mm,verdict,reason,error,local_path
metafood3d,metafood3d/Bacon/bacon1,bacon,metafood3d_real_scan,True,metafood3d/Bacon/bacon1,True,False,342,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Bacon/bacon1/bacon1.obj
metafood3d,metafood3d/Bacon/bacon2,bacon,metafood3d_real_scan,True,metafood3d/Bacon/bacon2,True,False,116,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Bacon/bacon2/bacon_2.obj
metafood3d,metafood3d/Bagel/bagel_1,bagel,metafood3d_real_scan,True,,,,,,,,,,,reject,,TimeoutError: load+analyze exceeded 40s,/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Bagel/bagel_1/bagel_1.obj
metafood3d,metafood3d/Bagel/bagel_2,bagel,metafood3d_real_scan,True,metafood3d/Bagel/bagel_2,True,False,64,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Bagel/bagel_2/bagel_2.obj
metafood3d,metafood3d/Baked_Potato/potato_1,baked_potato,metafood3d_real_scan,True,metafood3d/Baked_Potato/potato_1,True,False,65,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Baked_Potato/potato_1/Potato_1.obj
metafood3d,metafood3d/Baked_Potato/potato_2,baked_potato,metafood3d_real_scan,True,,,,,,,,,,,reject,,TimeoutError: load+analyze exceeded 40s,/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Baked_Potato/potato_2/Potato_2.obj
metafood3d,metafood3d/Banana/banana1,banana,metafood3d_real_scan,True,metafood3d/Banana/banana1,True,False,243,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Banana/banana1/Banana1.obj
metafood3d,metafood3d/Banana/banana2,banana,metafood3d_real_scan,True,metafood3d/Banana/banana2,True,False,103,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Banana/banana2/Banana2.obj
metafood3d,metafood3d/Beans/baked_bean_1,beans,metafood3d_real_scan,True,metafood3d/Beans/baked_bean_1,True,False,486754,,,,,,,reject,,TimeoutError: load+analyze exceeded 40s,/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Beans/baked_bean_1/baked_bean_1.obj
metafood3d,metafood3d/Beans/baked_bean_2,beans,metafood3d_real_scan,True,metafood3d/Beans/baked_bean_2,True,False,1822,,,,,,,reject,,TimeoutError: load+analyze exceeded 40s,/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Beans/baked_bean_2/baked_beans_2.obj
metafood3d,metafood3d/Bell Pepper/new_bell_pepper_1,bell_pepper,metafood3d_real_scan,True,metafood3d/Bell Pepper/new_bell_pepper_1,True,False,2081,,,,,,,reject,,TimeoutError: load+analyze exceeded 40s,/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Bell Pepper/new_bell_pepper_1/bell_pepper_1.obj
metafood3d,metafood3d/Bell Pepper/new_bell_pepper_2,bell_pepper,metafood3d_real_scan,True,metafood3d/Bell Pepper/new_bell_pepper_2,True,False,558,,,,,,,reject,,ModuleNotFoundError: No module named 'networkx',/nobackup/proj/disk/softenable-codesign26/personal/yifeid/object_expansion_sources/metafood3d/3D_Mesh/Bell Pepper/new_bell_pepper_2/bell_pepper_2.obj
